cliente_id,oferta_recomendada_id,ultimo_motivo_rechazo_movil,dias_desde_ultimo_rechazo_movil,n_reclamos,dias_mora_prom,motivo_rechazo_misma_oferta,dias_desde_rechazo_misma_oferta
CLI049806,OF004,,,3.0,22.83333333333333,,
CLI049813,OF002,,,3.0,34.166666666666664,,
CLI049820,OF004,,,2.0,22.0,,
CLI049848,OF003,ya_tiene_similar,0.0,0.0,9.333333333333334,,
CLI049905,OF003,,,0.0,17.333333333333332,,
CLI049934,OF002,no_necesita,0.0,0.0,19.666666666666668,,
CLI049968,OF004,,,0.0,17.166666666666668,,
CLI049985,OF003,mal_momento,0.0,0.0,0.0,,
CLI049990,OF003,,,0.0,23.33333333333333,,
CLI050039,OF002,,,0.0,26.33333333333333,,
CLI050073,OF002,,,0.0,15.833333333333334,,
CLI050084,OF002,,,0.0,21.83333333333333,,
CLI050087,OF004,,,3.0,6.166666666666667,,
CLI050088,OF003,no_confia,0.0,0.0,7.5,no_confia,0.0
CLI050121,OF003,no_necesita,61.0,0.0,5.5,,
CLI050126,OF004,,,3.0,17.333333333333332,,
CLI050152,OF002,,,0.0,22.83333333333333,,
CLI050164,OF003,precio,151.0,1.0,31.5,,
CLI050170,OF002,,,1.0,39.66666666666666,,
CLI050184,OF002,ya_tiene_similar,31.0,0.0,9.0,,
CLI050187,OF002,,,0.0,19.5,,
CLI050207,OF004,mal_momento,31.0,2.0,15.666666666666666,no_necesita,120.0
CLI050233,OF002,,,0.0,16.0,,
CLI050237,OF003,mal_momento,61.0,2.0,16.833333333333332,precio,120.0
CLI050252,OF003,mal_momento,31.0,0.0,27.166666666666668,mal_momento,31.0
CLI050266,OF003,mal_momento,31.0,0.0,0.0,,
CLI050282,OF004,no_confia,151.0,3.0,8.0,,
CLI050306,OF004,otro,61.0,3.0,0.0,,
CLI050313,OF004,,,0.0,27.666666666666668,,
CLI050315,OF002,no_confia,0.0,1.0,4.0,,
CLI050318,OF003,otro,0.0,1.0,23.5,,
CLI050321,OF003,,,3.0,0.0,,
CLI050369,OF002,precio,61.0,0.0,0.0,,
CLI050386,OF003,mal_momento,31.0,0.0,17.666666666666668,,
CLI050411,OF004,,,3.0,16.0,,
CLI050421,OF004,,,2.0,26.83333333333333,,
CLI050467,OF002,otro,92.0,0.0,17.333333333333332,otro,92.0
CLI050475,OF002,no_necesita,31.0,0.0,12.333333333333334,,
CLI050503,OF004,mal_momento,31.0,0.0,0.0,,
CLI050514,OF003,,,3.0,37.833333333333336,,
CLI050527,OF003,,,0.0,15.666666666666666,,
CLI050551,OF003,,,0.0,22.5,,
CLI050588,OF002,precio,61.0,0.0,8.0,precio,61.0
CLI050608,OF002,,,1.0,25.83333333333333,,
CLI050626,OF002,precio,0.0,0.0,9.0,precio,0.0
CLI050661,OF002,precio,31.0,0.0,0.0,,
CLI050667,OF002,,,3.0,0.0,,
CLI050669,OF003,mal_momento,0.0,0.0,14.333333333333334,,
CLI050685,OF004,no_necesita,61.0,0.0,6.666666666666667,,
CLI050692,OF004,otro,61.0,3.0,33.5,,
CLI050701,OF003,ya_tiene_similar,0.0,0.0,15.333333333333334,,
CLI050744,OF002,,,0.0,22.83333333333333,,
CLI050786,OF003,,,0.0,16.166666666666668,,
CLI050858,OF004,no_necesita,31.0,1.0,20.666666666666668,,
CLI050870,OF002,no_necesita,0.0,0.0,0.0,,
CLI050919,OF002,ya_tiene_similar,31.0,0.0,30.83333333333333,,
CLI050937,OF003,,,1.0,23.166666666666668,,
CLI050965,OF004,,,2.0,28.666666666666668,,
CLI051037,OF002,ya_tiene_similar,31.0,0.0,0.0,,
CLI051100,OF002,no_necesita,92.0,0.0,18.83333333333333,,
CLI051196,OF004,precio,31.0,0.0,13.5,,
CLI051208,OF004,,,3.0,11.5,,
CLI051235,OF002,precio,31.0,0.0,7.5,,
CLI051241,OF004,,,0.0,18.33333333333333,,
CLI051252,OF003,ya_tiene_similar,0.0,0.0,20.33333333333333,,
CLI051262,OF004,ya_tiene_similar,61.0,0.0,8.5,ya_tiene_similar,61.0
CLI051267,OF003,mal_momento,31.0,0.0,0.0,,
CLI051278,OF004,,,0.0,18.0,,
CLI051287,OF003,,,3.0,29.5,,
CLI051349,OF003,precio,120.0,0.0,31.5,,
CLI051374,OF002,,,1.0,15.166666666666666,,
CLI051387,OF003,,,1.0,25.83333333333333,,
CLI051388,OF003,otro,31.0,0.0,3.5,precio,151.0
CLI051404,OF002,,,0.0,28.5,,
CLI051421,OF004,precio,0.0,3.0,4.833333333333333,,
CLI051427,OF002,otro,61.0,0.0,1.6666666666666667,,
CLI051463,OF004,no_necesita,61.0,0.0,29.83333333333333,,
CLI051472,OF002,otro,151.0,0.0,16.833333333333332,,
CLI051515,OF004,no_necesita,31.0,0.0,0.0,no_necesita,31.0
CLI051535,OF004,ya_tiene_similar,92.0,3.0,15.833333333333334,ya_tiene_similar,92.0
CLI051555,OF003,precio,0.0,0.0,1.8333333333333333,,
CLI051587,OF002,precio,92.0,0.0,18.166666666666668,,
CLI051661,OF004,precio,31.0,0.0,19.666666666666668,,
CLI051669,OF004,precio,31.0,1.0,18.166666666666668,precio,31.0
CLI051679,OF003,,,3.0,19.5,,
CLI051694,OF002,no_necesita,0.0,0.0,0.8333333333333334,,
CLI051702,OF003,precio,0.0,0.0,9.0,,
CLI051722,OF003,precio,61.0,0.0,0.0,,
CLI051726,OF002,,,0.0,18.5,,
CLI051735,OF003,no_confia,0.0,0.0,0.0,,
CLI051745,OF003,mal_momento,31.0,0.0,0.0,,
CLI051746,OF003,precio,120.0,3.0,32.5,precio,120.0
CLI051762,OF002,,,0.0,16.666666666666668,,
CLI051796,OF003,mal_momento,61.0,0.0,7.166666666666667,,
CLI051799,OF004,mal_momento,61.0,0.0,1.5,,
CLI051830,OF003,,,2.0,15.5,,
CLI051842,OF004,,,0.0,16.166666666666668,,
CLI051860,OF003,,,0.0,17.5,,
CLI051918,OF002,,,0.0,18.33333333333333,,
CLI051919,OF003,precio,31.0,3.0,8.5,,
CLI051921,OF002,no_confia,0.0,0.0,9.166666666666666,,
CLI052001,OF004,ya_tiene_similar,0.0,2.0,13.0,,
CLI052044,OF004,,,0.0,15.833333333333334,,
CLI052068,OF003,,,0.0,15.666666666666666,,
CLI052115,OF003,precio,61.0,1.0,15.666666666666666,precio,61.0
CLI052116,OF003,,,3.0,14.166666666666666,,
CLI052132,OF003,,,0.0,19.0,,
CLI052161,OF003,no_necesita,61.0,0.0,11.666666666666666,no_necesita,61.0
CLI052194,OF002,mal_momento,61.0,0.0,0.0,,
CLI052234,OF004,no_confia,0.0,2.0,6.333333333333333,,
CLI052255,OF003,precio,151.0,2.0,23.0,precio,151.0
CLI052275,OF002,,,0.0,16.666666666666668,,
CLI052298,OF003,ya_tiene_similar,31.0,3.0,7.333333333333333,,
CLI052305,OF002,otro,31.0,0.0,0.0,,
CLI052312,OF004,,,3.0,15.833333333333334,,
CLI052325,OF002,precio,61.0,0.0,0.0,,
CLI052330,OF004,,,3.0,17.5,,
CLI052349,OF002,,,0.0,15.166666666666666,,
CLI052391,OF003,ya_tiene_similar,31.0,0.0,11.333333333333334,ya_tiene_similar,31.0
CLI052425,OF003,,,3.0,0.0,,
CLI052451,OF003,precio,61.0,0.0,18.5,,
CLI052455,OF002,ya_tiene_similar,61.0,0.0,0.0,,
CLI052493,OF003,no_confia,151.0,2.0,15.833333333333334,no_confia,151.0
CLI052539,OF002,no_confia,0.0,0.0,8.833333333333334,,
CLI052541,OF004,precio,31.0,0.0,7.666666666666667,,
CLI052553,OF002,no_necesita,0.0,0.0,9.166666666666666,,
CLI052554,OF002,no_necesita,61.0,0.0,0.0,no_necesita,61.0
CLI052583,OF004,no_necesita,31.0,1.0,15.666666666666666,no_necesita,31.0
CLI052606,OF003,no_confia,0.0,2.0,9.5,no_confia,0.0
CLI052608,OF003,mal_momento,92.0,2.0,20.5,mal_momento,92.0
CLI052617,OF004,,,3.0,3.0,,
CLI052631,OF002,no_necesita,61.0,0.0,6.0,,
CLI052671,OF003,precio,31.0,0.0,4.666666666666667,,
CLI052706,OF003,no_necesita,61.0,2.0,27.83333333333333,,
CLI052724,OF003,ya_tiene_similar,61.0,0.0,6.166666666666667,ya_tiene_similar,61.0
CLI052725,OF003,mal_momento,31.0,0.0,9.333333333333334,,
CLI052752,OF004,no_necesita,61.0,3.0,5.666666666666667,no_necesita,61.0
CLI052788,OF002,ya_tiene_similar,31.0,0.0,6.833333333333333,,
CLI052870,OF003,,,3.0,10.333333333333334,,
CLI052901,OF002,precio,0.0,2.0,5.166666666666667,,
CLI052903,OF002,precio,61.0,0.0,17.833333333333332,,
CLI052904,OF004,precio,0.0,0.0,3.5,,
CLI052968,OF004,,,3.0,7.833333333333333,,
CLI053036,OF002,mal_momento,61.0,2.0,12.166666666666666,mal_momento,61.0
CLI053037,OF003,,,3.0,4.5,,
CLI053055,OF002,,,0.0,16.166666666666668,,
CLI053106,OF002,precio,31.0,0.0,30.33333333333333,,
CLI053107,OF002,mal_momento,31.0,0.0,9.666666666666666,,
CLI053117,OF002,precio,61.0,0.0,1.1666666666666667,,
CLI053124,OF002,,,0.0,19.666666666666668,,
CLI053137,OF002,,,0.0,18.33333333333333,,
CLI053198,OF004,ya_tiene_similar,31.0,2.0,2.833333333333333,ya_tiene_similar,31.0
CLI053208,OF002,,,1.0,16.5,,
CLI053212,OF004,precio,0.0,0.0,8.666666666666666,,
CLI053226,OF004,,,2.0,17.333333333333332,,
CLI053254,OF004,no_necesita,61.0,1.0,10.0,,
CLI053283,OF003,ya_tiene_similar,0.0,0.0,0.0,ya_tiene_similar,0.0
CLI053352,OF003,ya_tiene_similar,0.0,2.0,7.666666666666667,,
CLI053354,OF003,,,3.0,16.5,,
CLI053426,OF002,no_necesita,61.0,0.0,0.0,,
CLI053446,OF004,mal_momento,31.0,2.0,0.0,,
CLI053448,OF004,ya_tiene_similar,0.0,0.0,17.666666666666668,,
CLI053463,OF004,precio,0.0,0.0,4.833333333333333,,
CLI053495,OF002,,,0.0,16.666666666666668,,
CLI053519,OF003,,,2.0,17.0,,
CLI053523,OF003,,,3.0,4.5,,
CLI053543,OF002,precio,0.0,0.0,0.0,,
CLI053556,OF004,,,2.0,18.666666666666668,,
CLI053579,OF003,,,2.0,21.666666666666668,,
CLI053582,OF003,,,0.0,21.0,,
CLI053620,OF002,no_confia,31.0,0.0,3.8333333333333335,,
CLI053626,OF002,,,2.0,16.666666666666668,,
CLI053775,OF004,,,2.0,18.33333333333333,,
CLI053814,OF003,,,0.0,15.166666666666666,,
CLI053833,OF002,,,0.0,17.333333333333332,,
CLI053887,OF003,,,3.0,28.0,,
CLI053893,OF003,precio,120.0,0.0,17.833333333333332,,
CLI053911,OF003,,,0.0,20.166666666666668,,
CLI054032,OF003,no_necesita,0.0,0.0,9.333333333333334,,
CLI054035,OF002,ya_tiene_similar,31.0,0.0,0.0,ya_tiene_similar,31.0
CLI054049,OF003,,,0.0,24.666666666666668,,
CLI054068,OF003,precio,0.0,0.0,0.0,precio,0.0
CLI054077,OF002,no_necesita,61.0,0.0,25.166666666666668,,
CLI054097,OF004,,,0.0,16.166666666666668,,
CLI054100,OF002,precio,61.0,0.0,5.833333333333333,precio,61.0
CLI054137,OF002,,,0.0,15.5,,
CLI054164,OF004,mal_momento,31.0,2.0,0.0,,
CLI054186,OF004,no_confia,31.0,1.0,0.0,no_confia,31.0
CLI054191,OF002,,,0.0,25.166666666666668,,
CLI054216,OF004,no_confia,0.0,3.0,17.166666666666668,no_confia,0.0
CLI054242,OF003,ya_tiene_similar,0.0,0.0,0.0,,
CLI054251,OF002,,,0.0,19.166666666666668,,
CLI054277,OF003,no_necesita,31.0,0.0,7.166666666666667,,
CLI054295,OF002,mal_momento,120.0,3.0,23.166666666666668,,
CLI054362,OF003,,,2.0,15.666666666666666,,
CLI054389,OF004,precio,0.0,2.0,3.6666666666666665,precio,0.0
CLI054390,OF002,,,0.0,15.5,,
CLI054466,OF003,,,3.0,2.5,,
CLI054485,OF003,,,3.0,22.5,,
CLI054491,OF003,ya_tiene_similar,0.0,0.0,3.6666666666666665,,
CLI054498,OF003,,,0.0,19.33333333333333,,
CLI054519,OF003,,,0.0,17.5,,
CLI054534,OF002,,,0.0,19.83333333333333,,
CLI054581,OF003,,,3.0,4.166666666666667,,
CLI054585,OF004,no_confia,0.0,2.0,19.666666666666668,,
CLI054599,OF003,,,3.0,13.833333333333334,,
CLI054602,OF004,mal_momento,0.0,0.0,0.0,,
CLI054610,OF003,,,0.0,19.0,,
CLI054620,OF003,,,1.0,34.833333333333336,,
CLI054645,OF003,,,3.0,37.833333333333336,,
CLI054687,OF002,no_necesita,31.0,0.0,0.0,,
CLI054696,OF002,mal_momento,0.0,0.0,0.0,,
CLI054700,OF003,,,3.0,16.5,,
CLI054715,OF002,no_confia,31.0,0.0,4.333333333333333,,
CLI054737,OF004,,,3.0,0.0,,
CLI054739,OF002,otro,31.0,0.0,0.0,mal_momento,120.0
CLI054786,OF002,mal_momento,61.0,0.0,20.166666666666668,,
CLI054816,OF003,precio,61.0,1.0,23.5,,
CLI054827,OF003,,,2.0,18.666666666666668,,
CLI054830,OF002,mal_momento,31.0,0.0,15.333333333333334,,
CLI054861,OF004,,,3.0,18.5,,
CLI054948,OF003,,,2.0,22.166666666666668,,
CLI054991,OF002,no_confia,31.0,3.0,4.5,,
CLI055004,OF004,ya_tiene_similar,31.0,3.0,14.666666666666666,ya_tiene_similar,31.0
CLI055007,OF003,,,2.0,18.5,,
CLI055056,OF004,,,3.0,11.833333333333334,,
CLI055091,OF004,mal_momento,151.0,0.0,24.33333333333333,mal_momento,151.0
CLI055106,OF004,precio,0.0,0.0,0.0,precio,0.0
CLI055108,OF003,no_necesita,31.0,0.0,0.0,,
CLI055160,OF002,no_necesita,0.0,0.0,10.0,,
CLI055167,OF003,precio,61.0,0.0,24.666666666666668,,
CLI055218,OF003,,,0.0,20.166666666666668,,
CLI055238,OF003,precio,61.0,0.0,15.333333333333334,precio,61.0
CLI055262,OF004,mal_momento,61.0,1.0,5.166666666666667,mal_momento,61.0
CLI055298,OF003,no_confia,0.0,0.0,7.5,,
CLI055354,OF003,mal_momento,0.0,0.0,0.0,,
CLI055402,OF002,otro,0.0,0.0,0.0,otro,0.0
CLI055435,OF003,,,0.0,15.5,,
CLI055512,OF002,no_necesita,0.0,3.0,25.0,,
CLI055553,OF003,no_necesita,92.0,0.0,15.666666666666666,,
CLI055579,OF003,ya_tiene_similar,31.0,0.0,0.0,mal_momento,61.0
CLI055602,OF003,no_confia,0.0,0.0,3.1666666666666665,,
CLI055673,OF003,ya_tiene_similar,61.0,0.0,17.333333333333332,,
CLI055679,OF004,,,0.0,17.0,,
CLI055685,OF004,ya_tiene_similar,31.0,3.0,1.5,,
CLI055691,OF004,,,3.0,4.166666666666667,,
CLI055725,OF003,ya_tiene_similar,61.0,0.0,4.166666666666667,,
CLI055760,OF003,ya_tiene_similar,61.0,1.0,6.0,ya_tiene_similar,61.0
CLI055809,OF002,,,0.0,16.0,,
CLI055822,OF004,precio,61.0,0.0,7.0,,
CLI055848,OF003,precio,120.0,0.0,15.0,,
CLI055932,OF004,no_confia,0.0,2.0,32.166666666666664,no_confia,0.0
CLI055976,OF003,ya_tiene_similar,31.0,0.0,0.0,,
CLI055989,OF002,,,3.0,6.333333333333333,,
CLI056010,OF002,,,0.0,16.0,,
CLI056065,OF002,ya_tiene_similar,61.0,0.0,0.0,,
CLI056094,OF002,,,3.0,12.0,,
CLI056097,OF004,,,1.0,26.5,,
CLI056208,OF003,no_necesita,31.0,0.0,7.333333333333333,,
CLI056225,OF003,,,0.0,20.33333333333333,,
CLI056226,OF003,no_confia,120.0,0.0,17.833333333333332,,
CLI056290,OF003,no_confia,0.0,0.0,17.0,no_confia,0.0
CLI056338,OF003,ya_tiene_similar,151.0,2.0,15.333333333333334,,
CLI056365,OF003,,,0.0,15.333333333333334,,
CLI056370,OF002,mal_momento,61.0,2.0,0.0,,
CLI056445,OF002,,,3.0,7.166666666666667,,
CLI056446,OF003,mal_momento,31.0,0.0,14.166666666666666,,
CLI056511,OF004,precio,61.0,0.0,14.166666666666666,,
CLI056550,OF003,,,0.0,18.5,,
CLI056563,OF002,precio,61.0,0.0,0.0,,
CLI056582,OF003,,,0.0,15.0,,
CLI056593,OF003,mal_momento,61.0,0.0,0.0,,
CLI056597,OF002,,,3.0,30.666666666666668,,
CLI056598,OF002,,,0.0,15.333333333333334,,
CLI056604,OF003,,,1.0,18.666666666666668,,
CLI056621,OF003,no_necesita,61.0,0.0,17.5,,
CLI056654,OF003,no_necesita,31.0,0.0,0.8333333333333334,,
CLI056663,OF002,,,0.0,16.666666666666668,,
CLI056696,OF004,precio,61.0,0.0,9.166666666666666,precio,61.0
CLI056759,OF004,otro,92.0,0.0,22.0,otro,92.0
CLI056800,OF003,otro,151.0,3.0,12.166666666666666,,
CLI056832,OF002,precio,151.0,3.0,23.0,,
CLI056839,OF004,,,0.0,16.833333333333332,,
CLI056910,OF002,,,0.0,15.666666666666666,,
CLI056957,OF002,,,0.0,34.166666666666664,,
CLI056976,OF004,,,0.0,15.833333333333334,,
CLI056980,OF002,no_necesita,61.0,3.0,4.333333333333333,,
CLI057021,OF002,,,3.0,19.666666666666668,,
CLI057025,OF004,precio,0.0,0.0,22.33333333333333,precio,0.0
CLI057033,OF002,no_necesita,31.0,0.0,5.666666666666667,,
CLI057039,OF002,no_necesita,120.0,0.0,17.333333333333332,no_necesita,120.0
CLI057053,OF003,precio,31.0,0.0,17.333333333333332,,
CLI057106,OF004,no_confia,61.0,2.0,9.5,no_confia,61.0
CLI057133,OF002,,,3.0,15.333333333333334,,
CLI057170,OF004,,,3.0,0.0,,
CLI057198,OF004,,,1.0,16.0,,
CLI057208,OF003,ya_tiene_similar,61.0,0.0,21.83333333333333,ya_tiene_similar,61.0
CLI057284,OF003,precio,92.0,0.0,26.33333333333333,,
CLI057294,OF002,mal_momento,61.0,0.0,0.0,,
CLI057328,OF002,,,3.0,17.666666666666668,,
CLI057373,OF002,precio,61.0,0.0,10.333333333333334,precio,61.0
CLI057403,OF004,precio,61.0,2.0,8.333333333333334,,
CLI057443,OF004,,,2.0,30.166666666666668,,
CLI057504,OF003,,,3.0,14.0,,
CLI057510,OF004,precio,61.0,0.0,8.0,,
CLI057512,OF002,precio,0.0,0.0,11.666666666666666,,
CLI057538,OF004,no_necesita,92.0,3.0,16.5,,
CLI057572,OF003,,,3.0,13.833333333333334,,
CLI057673,OF004,mal_momento,0.0,1.0,19.33333333333333,mal_momento,0.0
CLI057696,OF003,otro,92.0,2.0,19.666666666666668,otro,92.0
CLI057701,OF004,no_confia,61.0,1.0,0.0,,
CLI057712,OF002,mal_momento,31.0,0.0,2.0,,
CLI057735,OF002,no_confia,0.0,0.0,0.8333333333333334,,
CLI057769,OF004,,,0.0,18.83333333333333,,
CLI057773,OF003,,,0.0,18.0,,
CLI057780,OF004,,,0.0,15.166666666666666,,
CLI057786,OF004,,,1.0,23.0,,
CLI057809,OF002,,,0.0,26.666666666666668,,
CLI057810,OF002,,,0.0,15.0,,
CLI057813,OF003,no_confia,61.0,0.0,8.666666666666666,,
CLI057871,OF003,,,1.0,24.666666666666668,,
CLI057890,OF004,no_confia,120.0,3.0,15.166666666666666,,
CLI058020,OF003,mal_momento,31.0,0.0,0.0,mal_momento,31.0
CLI058026,OF004,precio,61.0,0.0,25.166666666666668,,
CLI058076,OF003,precio,61.0,0.0,24.166666666666668,,
CLI058082,OF003,precio,31.0,0.0,19.666666666666668,,
CLI058192,OF002,,,0.0,17.0,,
CLI058203,OF003,no_necesita,0.0,0.0,0.0,,
CLI058253,OF003,ya_tiene_similar,0.0,1.0,18.0,precio,151.0
CLI058281,OF002,ya_tiene_similar,0.0,0.0,13.5,,
CLI058294,OF003,,,0.0,16.666666666666668,,
CLI058297,OF003,,,0.0,15.666666666666666,,
CLI058300,OF004,precio,92.0,3.0,8.333333333333334,precio,92.0
CLI058311,OF002,mal_momento,0.0,3.0,24.33333333333333,,
CLI058317,OF002,,,0.0,15.0,,
CLI058328,OF003,,,0.0,28.83333333333333,,
CLI058346,OF002,no_confia,0.0,0.0,0.0,mal_momento,92.0
CLI058376,OF003,,,0.0,22.166666666666668,,
CLI058429,OF003,otro,0.0,0.0,18.33333333333333,,
CLI058433,OF004,,,2.0,16.333333333333332,,
CLI058477,OF004,,,3.0,16.333333333333332,,
CLI058509,OF004,,,3.0,6.833333333333333,,
CLI058518,OF004,no_confia,31.0,0.0,0.0,,
CLI058555,OF004,mal_momento,0.0,0.0,11.5,mal_momento,0.0
CLI058576,OF002,no_necesita,61.0,0.0,9.5,no_necesita,61.0
CLI058585,OF004,,,3.0,14.833333333333334,,
CLI058595,OF002,,,3.0,5.666666666666667,,
CLI058610,OF002,mal_momento,0.0,0.0,13.833333333333334,,
CLI058626,OF004,,,3.0,6.5,,
CLI058641,OF003,ya_tiene_similar,120.0,2.0,25.666666666666668,ya_tiene_similar,120.0
CLI058664,OF003,precio,0.0,2.0,9.333333333333334,mal_momento,92.0
CLI058675,OF002,,,0.0,22.0,,
CLI058706,OF004,,,3.0,3.1666666666666665,,
CLI058711,OF002,,,3.0,7.0,,
CLI058724,OF004,precio,31.0,0.0,4.833333333333333,,
CLI058729,OF002,,,0.0,19.166666666666668,,
CLI058744,OF003,no_necesita,0.0,0.0,0.0,,
CLI058764,OF002,,,0.0,22.166666666666668,,
CLI058799,OF002,mal_momento,151.0,3.0,0.0,,
CLI058809,OF002,ya_tiene_similar,61.0,0.0,9.0,,
CLI058833,OF003,,,3.0,10.5,,
CLI058835,OF003,ya_tiene_similar,31.0,3.0,26.5,ya_tiene_similar,31.0
CLI058915,OF003,ya_tiene_similar,0.0,0.0,0.0,,
CLI058934,OF003,precio,0.0,0.0,1.8333333333333333,precio,0.0
CLI058967,OF003,,,0.0,18.5,,
CLI058997,OF002,,,3.0,7.833333333333333,,
CLI059005,OF004,,,2.0,23.83333333333333,,
CLI059019,OF004,,,3.0,2.6666666666666665,,
CLI059022,OF002,no_confia,120.0,1.0,18.166666666666668,,
CLI059116,OF003,no_necesita,0.0,0.0,0.0,,
CLI059160,OF002,precio,0.0,0.0,2.833333333333333,,
CLI059187,OF002,precio,31.0,0.0,3.6666666666666665,precio,61.0
CLI059206,OF002,,,0.0,18.5,,
CLI059242,OF003,,,3.0,8.333333333333334,,
CLI059244,OF002,precio,31.0,0.0,3.6666666666666665,precio,31.0
CLI059245,OF004,precio,0.0,0.0,3.333333333333333,,
CLI059301,OF003,,,3.0,21.0,,
CLI059303,OF002,precio,61.0,0.0,9.333333333333334,,
CLI059307,OF002,,,3.0,1.0,,
CLI059349,OF004,mal_momento,120.0,3.0,10.833333333333334,,
CLI059398,OF002,precio,61.0,0.0,0.0,,
CLI059414,OF002,,,0.0,18.166666666666668,,
CLI059496,OF004,,,2.0,20.666666666666668,,
CLI059505,OF002,,,0.0,21.83333333333333,,
CLI059513,OF003,ya_tiene_similar,31.0,0.0,13.333333333333334,,
CLI059521,OF002,,,0.0,16.5,,
CLI059558,OF004,no_necesita,61.0,3.0,0.0,,
CLI059569,OF002,no_confia,61.0,1.0,27.83333333333333,no_confia,61.0
CLI059660,OF004,no_necesita,31.0,0.0,6.0,,
CLI059690,OF003,otro,31.0,0.0,6.333333333333333,,
CLI059733,OF002,no_necesita,31.0,0.0,0.0,,
CLI059780,OF004,precio,0.0,0.0,4.5,,
CLI059797,OF004,no_confia,31.0,2.0,14.666666666666666,no_confia,31.0
CLI059812,OF003,ya_tiene_similar,31.0,0.0,17.5,,
CLI059870,OF003,,,0.0,25.666666666666668,,
CLI059884,OF004,no_confia,120.0,0.0,18.0,,
CLI059954,OF002,,,0.0,16.333333333333332,,
CLI059960,OF003,,,0.0,16.0,,
CLI059975,OF004,precio,0.0,0.0,13.333333333333334,,
CLI059977,OF002,precio,31.0,0.0,7.333333333333333,,
CLI059997,OF004,no_confia,0.0,0.0,12.0,,
CLI060008,OF004,,,0.0,16.0,,
CLI060023,OF004,no_necesita,120.0,3.0,6.333333333333333,no_necesita,120.0
CLI060026,OF002,precio,120.0,2.0,23.0,,
CLI060071,OF002,,,3.0,6.0,,
CLI060074,OF003,,,3.0,21.33333333333333,,
CLI060142,OF004,ya_tiene_similar,92.0,0.0,27.0,,
CLI060148,OF004,no_confia,0.0,0.0,9.333333333333334,,
CLI060169,OF002,,,0.0,19.0,,
CLI060187,OF002,,,0.0,15.666666666666666,,
CLI060197,OF002,,,0.0,27.5,,
CLI060216,OF003,,,0.0,17.333333333333332,,
CLI060218,OF002,otro,31.0,0.0,0.0,,
CLI060226,OF003,precio,31.0,0.0,21.166666666666668,,
CLI060249,OF002,no_confia,61.0,1.0,25.0,,
CLI060254,OF004,no_confia,61.0,0.0,6.833333333333333,,
CLI060282,OF004,no_necesita,61.0,1.0,5.0,,
CLI060284,OF003,precio,31.0,0.0,4.666666666666667,precio,31.0
CLI060293,OF002,no_necesita,31.0,0.0,0.0,,
CLI060299,OF003,mal_momento,61.0,0.0,11.833333333333334,,
CLI060311,OF004,no_confia,0.0,0.0,0.0,,
CLI060325,OF003,,,0.0,16.666666666666668,,
CLI060371,OF003,precio,31.0,0.0,0.0,precio,31.0
CLI060384,OF002,,,2.0,20.5,,
CLI060390,OF004,,,1.0,23.0,,
CLI060427,OF002,,,3.0,6.5,,
CLI060455,OF002,,,3.0,5.833333333333333,,
CLI060482,OF003,,,0.0,21.166666666666668,,
CLI060560,OF003,precio,61.0,2.0,7.833333333333333,,
CLI060562,OF002,no_necesita,0.0,0.0,10.166666666666666,no_necesita,0.0
CLI060580,OF003,precio,0.0,0.0,18.5,precio,0.0
CLI060621,OF003,mal_momento,0.0,0.0,8.333333333333334,,
CLI060657,OF003,precio,0.0,0.0,12.166666666666666,,
CLI060702,OF003,,,0.0,16.833333333333332,,
CLI060796,OF004,mal_momento,92.0,1.0,25.5,,
CLI060815,OF004,,,3.0,7.0,,
CLI060817,OF004,precio,120.0,0.0,26.0,precio,120.0
CLI060831,OF003,,,0.0,17.333333333333332,,
CLI060833,OF003,precio,61.0,0.0,0.0,,
CLI060851,OF002,precio,92.0,3.0,13.0,,
CLI060894,OF004,precio,61.0,0.0,10.0,,
CLI060899,OF002,,,0.0,18.166666666666668,,
CLI060913,OF004,,,3.0,21.33333333333333,,
CLI060919,OF002,no_confia,31.0,0.0,0.0,,
CLI060938,OF004,,,3.0,0.0,,
CLI060939,OF002,ya_tiene_similar,0.0,0.0,17.833333333333332,ya_tiene_similar,0.0
CLI060963,OF004,mal_momento,61.0,0.0,5.0,no_necesita,151.0
CLI061053,OF003,mal_momento,0.0,0.0,0.0,,
CLI061111,OF003,mal_momento,61.0,0.0,15.333333333333334,mal_momento,61.0
CLI061152,OF004,precio,61.0,1.0,9.833333333333334,,
CLI061170,OF002,ya_tiene_similar,31.0,0.0,0.0,,
CLI061248,OF002,,,3.0,3.6666666666666665,,
CLI061276,OF002,,,0.0,16.833333333333332,,
CLI061359,OF003,,,0.0,22.166666666666668,,
CLI061410,OF002,,,0.0,31.83333333333333,,
CLI061456,OF002,,,0.0,20.33333333333333,,
CLI061488,OF002,no_necesita,92.0,0.0,31.83333333333333,,
CLI061538,OF003,no_necesita,92.0,0.0,24.0,no_necesita,92.0
CLI061569,OF003,,,0.0,21.5,,
CLI061619,OF002,,,0.0,24.666666666666668,,
CLI061627,OF003,precio,0.0,1.0,19.166666666666668,,
CLI061657,OF002,precio,61.0,0.0,4.166666666666667,,
CLI061693,OF003,,,3.0,8.5,,
CLI061789,OF002,precio,0.0,0.0,6.833333333333333,,
CLI061798,OF003,ya_tiene_similar,61.0,0.0,0.0,,
